layer,distance,elevation
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,95.1649044047225,27.9590454101562
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,95.8469570437354,27.1830673217773
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,96.5768900624369,26.9760303497314
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,97.2589427014498,26.2558269500732
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,97.9888757201513,26.118968963623
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,98.6709283591642,25.4177589416504
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,99.4008613778657,25.1518325805664
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,100.082914016879,24.3756713867188
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,100.81284703558,24.3122711181641
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,101.494899674593,23.6647891998291
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,102.224832693295,23.5413398742676
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,102.906885332307,22.8933982849121
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,103.636818351009,22.8503684997559
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,104.36675136971,22.8973197937012
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,105.048804008723,22.3236255645752
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,105.778737027425,22.2518672943115
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,106.460789666438,21.4951362609863
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,107.190722685139,21.4879531860352
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,107.872775324152,20.8348827362061
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,108.602708342854,20.76975440979
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,109.284760981867,20.1061000823975
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,110.014694000568,20.022518157959
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,110.696746639581,19.4645652770996
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,111.426679658283,19.4717426300049
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,112.108732297295,19.1632709503174
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,112.838665315997,19.1889057159424
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,113.52071795501,19.1094741821289
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,114.250650973711,19.1284408569336
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,114.932703612724,19.0829830169678
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,115.662636631426,19.0023002624512
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,116.344689270439,18.9247207641602
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,117.07462228914,18.8664569854736
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,117.756674928153,18.7516193389893
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,118.486607946855,18.6032180786133
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,119.168660585868,18.4738750457764
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,119.898593604569,18.3464679718018
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,120.580646243582,18.3169574737549
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,121.310579262283,18.1883792877197
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,121.992631901296,18.0949420928955
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,122.722564919998,17.6746444702148
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,123.404617559011,17.5814189910889
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,124.134550577712,17.3818321228027
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,124.816603216725,17.2049427032471
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,125.546536235427,16.8687992095947
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,126.276469254128,16.4964332580566
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,126.958521893141,16.2961101531982
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,127.688454911843,15.8185920715332
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,128.370507550855,15.7593593597412
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,129.100440569557,15.2872428894043
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,129.78249320857,15.2530384063721
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,130.512426227271,14.7674360275269
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,131.194478866284,14.6923828125
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,131.924411884986,14.1198425292969
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,132.606464523999,14.1210269927979
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,133.3363975427,13.7485523223877
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,134.018450181713,13.8136587142944
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,134.748383200415,13.3204383850098
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,135.430435839428,13.1430177688599
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,136.160368858129,12.9628877639771
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,136.842421497142,12.7500381469727
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,137.572354515843,12.3406419754028
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,138.254407154856,11.9261426925659
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,138.984340173558,11.7039756774902
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,139.666392812571,11.3062467575073
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,140.396325831272,10.9167289733887
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,141.078378470285,10.4511613845825
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,141.808311488987,10.2124509811401
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,142.490364128,9.76494979858398
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,143.220297146701,9.55821514129639
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,143.902349785714,9.38000011444092
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,144.632282804416,9.38000011444092
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,145.314335443428,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,146.04426846213,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,146.774201480831,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,147.456254119844,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,0,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,0.466104578675074,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,1.14815721768799,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,1.87809023638949,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,2.5601428754024,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,3.2900758941039,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,3.97212853311682,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,4.70206155181831,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,5.38411419083123,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,6.11404720953273,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,6.79609984854564,7.8693995475769
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,7.52603286724714,7.87415885925293
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,8.20808550626006,7.88139486312866
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,8.93801852496155,7.88615417480469
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,9.62007116397447,7.89339065551758
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,10.350004182676,7.8981499671936
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,11.0320568216889,7.90538597106934
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,11.7619898403904,7.91014528274536
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,12.4440424794033,7.91738176345825
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,13.1739754981048,7.92214107513428
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,13.8560281371177,7.92673397064209
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,14.5859611558192,7.92558813095093
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,15.2680137948321,7.92939329147339
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,15.9979468135336,7.92824745178223
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,16.6799994525465,7.93205261230469
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,17.409932471248,7.93090677261353
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,18.0919851102609,7.93471193313599
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,18.8219181289624,7.93356609344482
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,19.5518511476639,7.93242073059082
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,20.2339037866769,7.93622589111328
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,20.9638368053783,7.93508005142212
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,21.6458894443913,7.93888521194458
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,22.3758224630928,7.93773937225342
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,23.0578751021057,7.94154453277588
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,23.7878081208072,7.94039869308472
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,24.4698607598201,7.94420385360718
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,25.1997937785216,7.94305849075317
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,25.8818464175345,7.94686317443848
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,26.611779436236,7.94571781158447
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,27.2938320752489,7.94952297210693
