layer,distance,elevation
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,131.629672347679,11.6838235855103
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,132.06366250813,11.3103933334351
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,132.963187222682,10.9519014358521
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,133.862711937235,10.6397695541382
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,134.296702097686,10.3561887741089
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,135.196226812238,10.0969877243042
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,136.095751526791,9.70426368713379
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,136.529741687241,9.38867855072021
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,137.429266401794,9.34256458282471
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,138.328791116346,9.26000022888184
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,138.762781276797,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,139.66230599135,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,140.561830705902,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,140.995820866353,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,141.895345580905,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,142.794870295458,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,143.228860455909,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,144.128385170461,nan
p01_top_surface_aligned_4d39dc8b_1044_4f4a_a845_61f0e61d1247,144.910276260768,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,1.1823070411536,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,2.0818317557061,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,2.51582191615684,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,3.41534663070933,nan
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,4.31487134725425,7.63967657089233
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,4.748861507705,7.64390993118286
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,5.64838622225749,7.6520619392395
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,6.54791093680998,7.6602144241333
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,6.98190109726073,7.66444778442383
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,7.88142581181322,7.67260026931763
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,8.78095052636571,7.68075227737427
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,9.6804752409182,7.68890476226807
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,10.1144654013689,7.69313812255859
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,11.0139901159214,7.70129060745239
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,11.9135148304739,7.70944261550903
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,12.3475049909247,7.71367597579956
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,13.2470297054772,7.72182846069336
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,14.1465544200297,7.72998046875
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,14.5805445804804,7.73421430587769
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,15.4800692950329,7.74236631393433
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,16.3795940095854,7.75051879882812
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,16.8135841700361,7.75475215911865
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,17.7131088845886,7.76290416717529
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,18.6126335991411,7.77105665206909
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,19.0466237595919,7.77529001235962
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,19.9461484741444,7.78344249725342
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,20.8456731886968,7.79159450531006
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,21.2796633491476,7.79582834243774
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,22.1791880637001,7.80398035049438
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,23.0787127782526,7.81213283538818
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,23.5127029387033,7.81536054611206
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,24.4122276532558,7.81916570663452
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,25.3117523678083,7.82297086715698
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,25.7457425282591,7.82411670684814
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,26.6452672428115,7.82792139053345
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,27.544791957364,7.83172655105591
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,27.9787821178148,7.83287239074707
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,28.8783068323673,7.83667755126953
p01_base_surface_clipped_222811f4_b05f_4fd1_aa74_b601459be894,29.7778315469198,7.84048223495483
