X,Y,fid,pile_id,base_mode,notes,distance,angle,dsm_1,plane_predicted_m,plane_residual_m
67941.3245231636,224191.803827364,96,P02,perimeter_tin,,23.75,143.666815268825,5.63469314575195,5.496906536669485,0.13778660908246465
67941.4726431284,224191.602431049,97,P02,perimeter_tin,,24.0,143.666815268825,5.63361978530884,5.496990439801721,0.13662934550711903
67941.6207630932,224191.401034733,98,P02,perimeter_tin,,24.25,143.666815268825,5.63204526901245,5.497074342938504,0.13497092607394645
67941.768883058,224191.199638417,99,P02,perimeter_tin,,24.5,143.666815268825,5.61135816574097,5.497158246075287,0.11419991966568332
67941.9170030229,224190.998242101,100,P02,perimeter_tin,,24.75,143.666815268825,5.58271741867065,5.4972421492116155,0.08547526945903439
67942.0651229877,224190.796845785,101,P02,perimeter_tin,,25.0,143.666815268825,5.58047533035278,5.497326052348399,0.08314927800438099
67942.2132429525,224190.59544947,102,P02,perimeter_tin,,25.25,143.666815268825,5.59489059448242,5.497409955480634,0.09748063900178572
67942.3613629173,224190.394053154,103,P02,perimeter_tin,,25.5,143.666815268825,5.5978946685791,5.497493858617418,0.10040080996168221
67942.5094828822,224190.192656838,104,P02,perimeter_tin,,25.75,143.666815268825,5.59430503845215,5.497577761753746,0.0967272766984042
67942.657602847,224189.991260522,105,P02,perimeter_tin,,26.0,143.666815268825,5.59792804718018,5.497661664890757,0.10026638228942364
67942.8057228118,224189.789864206,106,P02,perimeter_tin,,26.25,143.666815268825,5.6003246307373,5.49774556802754,0.10257906270976047
67942.9538427766,224189.588467891,107,P02,perimeter_tin,,26.5,143.666815268825,5.60912418365479,5.4978294711597755,0.1112947124950141
67943.0325901256,224189.358569828,108,P02,perimeter_tin,,26.75,171.662555561122,5.60349178314209,5.4984547213930455,0.10503706174904437
67943.0688408391,224189.111212019,109,P02,perimeter_tin,,27.0,171.662555561122,5.59240007400513,5.499411592821161,0.0929884811839683
67943.1050915525,224188.86385421,110,P02,perimeter_tin,,27.25,171.662555561122,5.55302381515503,5.500368464249959,0.0526553509050709
67943.1413422659,224188.616496401,111,P02,perimeter_tin,,27.5,171.662555561122,5.53937911987305,5.501325335678757,0.03805378419429317
67943.1775929793,224188.369138592,112,P02,perimeter_tin,,27.75,171.662555561122,5.54037570953369,5.502282207107328,0.03809350242636178
67943.2138436927,224188.121780782,113,P02,perimeter_tin,,28.0,171.662555561122,5.55921745300293,5.503239078540901,0.055978374462029024
