pile_id,base_model,valid_pixel_count,positive_pixel_count,pixel_area_m2,footprint_area_m2,positive_area_m2,mean_positive_height_m,maximum_height_m,volume_m3,volume_yd3,negative_pixel_count_before_clamp,minimum_height_before_clamp_m
P02,least_squares_plane,3018306,2976391,0.0004000000000000197,1207.3224000000594,1190.5564000000586,3.7743509133247386,10.792269229888916,4493.577635704834,5877.377654638272,41915,-0.5026679039001465
