pile_id,base_method,pixel_width_m,pixel_height_m,pixel_area_m2,valid_pixel_count,footprint_area_m2,mean_height_m,maximum_height_m,volume_m3,volume_yd3,negative_pixel_count_before_clamping,minimum_height_before_clamping_m
P01,least-squares sloping plane with supplied Virtual-Survey perimeter,0.019999999999982608,0.019999999999950197,0.0003999999999986561,183601,73.44039999975325,1.6048420617166443,2.893657684326172,117.86024294889906,154.15537783836314,727,-0.032027244567871094
