pile_id,base_method,pixel_width_m,pixel_height_m,pixel_area_m2,valid_pixel_count,footprint_area_m2,mean_height_m,maximum_height_m,volume_m3,volume_yd3,negative_pixel_count_before_clamping,minimum_height_before_clamping_m
P01,least-squares sloping plane from six floor samples,0.020000000000001024,0.020000000000002075,0.000400000000000062,189244,75.69760000001173,1.5925234248669347,2.893657684326172,120.55020120622595,157.67371040880798,1168,-0.031352996826171875
