pile_id,base_method,pixel_width_m,pixel_height_m,pixel_area_m2,valid_pixel_count,footprint_area_m2,mean_height_m,maximum_height_m,volume_m3,volume_yd3,negative_pixel_count_before_clamping,minimum_height_before_clamping_m
P01,constant floor from mean of six floor-sample elevations,0.020000000000001024,0.020000000000002075,0.000400000000000062,189244,75.69760000001173,1.4821929336913526,2.7844908237457275,112.19844781741192,146.75002938582156,4430,-0.06305572390556335
