X,Y,fid,profile_id,section_id,orientation,notes,distance,angle,dsm_1,tin_1,height_1
67928.3739082585,224194.665886465,109,P02_LONG,C-C',longitudinal,Main ridge profile,10.8,212.351971855461,10.379075050354,5.613037109375,4.766037940979
67928.3203963736,224194.581408786,110,P02_LONG,C-C',longitudinal,Main ridge profile,10.9,212.351971855461,10.4530506134033,5.61377477645874,4.83927583694458
67928.2668844886,224194.496931108,111,P02_LONG,C-C',longitudinal,Main ridge profile,11,212.351971855461,10.5174570083618,5.61462545394897,4.90283155441284
67928.2133726037,224194.412453429,112,P02_LONG,C-C',longitudinal,Main ridge profile,11.1,212.351971855461,10.5800676345825,5.61522102355957,4.96484661102295
67928.1598607187,224194.327975751,113,P02_LONG,C-C',longitudinal,Main ridge profile,11.2,212.351971855461,10.639121055603,5.61581659317017,5.02330446243286
67928.1063488338,224194.243498072,114,P02_LONG,C-C',longitudinal,Main ridge profile,11.3,212.351971855461,10.6962041854858,5.61655426025391,5.07964992523193
67928.0528369488,224194.159020394,115,P02_LONG,C-C',longitudinal,Main ridge profile,11.4,212.351971855461,10.7729148864746,5.61740493774414,5.15550994873047
67927.9993250639,224194.074542715,116,P02_LONG,C-C',longitudinal,Main ridge profile,11.5,212.351971855461,10.8392133712769,5.61800050735474,5.22121286392212
67927.9458131789,224193.990065036,117,P02_LONG,C-C',longitudinal,Main ridge profile,11.6,212.351971855461,10.8945388793945,5.61873817443848,5.27580070495605
67927.8923012939,224193.905587358,118,P02_LONG,C-C',longitudinal,Main ridge profile,11.7,212.351971855461,10.9486455917358,5.61933374404907,5.32931184768677
67927.838789409,224193.821109679,119,P02_LONG,C-C',longitudinal,Main ridge profile,11.8,212.351971855461,11.004467010498,5.61992931365967,5.38453769683838
67927.785277524,224193.736632001,120,P02_LONG,C-C',longitudinal,Main ridge profile,11.9,212.351971855461,11.0763959884644,5.62092161178589,5.45547437667847
67927.7317656391,224193.652154322,121,P02_LONG,C-C',longitudinal,Main ridge profile,12,212.351971855461,11.1245775222778,5.62151765823364,5.50305986404419
67927.6782537541,224193.567676644,122,P02_LONG,C-C',longitudinal,Main ridge profile,12.1,212.351971855461,11.1846857070923,5.62211322784424,5.56257247924805
67927.6247418692,224193.483198965,123,P02_LONG,C-C',longitudinal,Main ridge profile,12.2,212.351971855461,11.2409973144531,5.62285041809082,5.6181468963623
67927.5712299842,224193.398721287,124,P02_LONG,C-C',longitudinal,Main ridge profile,12.3,212.351971855461,11.3160352706909,5.62370157241821,5.69233369827271
67927.5177180993,224193.314243608,125,P02_LONG,C-C',longitudinal,Main ridge profile,12.4,212.351971855461,11.3816766738892,5.62429714202881,5.75737953186035
67927.4642062143,224193.22976593,126,P02_LONG,C-C',longitudinal,Main ridge profile,12.5,212.351971855461,11.4576950073242,5.62503433227539,5.83266067504883
67927.4106943293,224193.145288251,127,P02_LONG,C-C',longitudinal,Main ridge profile,12.6,212.351971855461,11.5454273223877,5.62562990188599,5.91979742050171
67927.3571824444,224193.060810573,128,P02_LONG,C-C',longitudinal,Main ridge profile,12.7,212.351971855461,11.6217784881592,5.62622547149658,5.9955530166626
67927.3036705594,224192.976332894,129,P02_LONG,C-C',longitudinal,Main ridge profile,12.8,212.351971855461,11.7055187225342,5.62721824645996,6.07830047607422
67927.2501586745,224192.891855216,130,P02_LONG,C-C',longitudinal,Main ridge profile,12.9,212.351971855461,11.7959728240967,5.62781381607056,6.16815900802612
67927.1966467895,224192.807377537,131,P02_LONG,C-C',longitudinal,Main ridge profile,13,212.351971855461,11.8711862564087,5.62840938568115,6.24277687072754
67927.1431349046,224192.722899859,132,P02_LONG,C-C',longitudinal,Main ridge profile,13.1,212.351971855461,11.9290037155151,5.62914705276489,6.29985666275024
67927.0896230196,224192.63842218,133,P02_LONG,C-C',longitudinal,Main ridge profile,13.2,212.351971855461,11.9897565841675,5.62999773025513,6.35975885391235
67927.0361111347,224192.553944502,134,P02_LONG,C-C',longitudinal,Main ridge profile,13.3,212.351971855461,12.0558166503906,5.63059329986572,6.4252233505249
67926.9825992497,224192.469466823,135,P02_LONG,C-C',longitudinal,Main ridge profile,13.4,212.351971855461,12.1147785186768,5.63133096694946,6.48344755172729
