fid,profile_id,orientation,notes,distance,angle,dsm_1,floor_1,height_1
196,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,7.39999999999999,98.6187854441811,8.09020519256592,6.20871019363403,1.88149499893188
197,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,7.49999999999999,98.6187854441811,8.04047203063965,6.21089506149292,1.82957696914673
198,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,7.59999999999999,98.6187854441811,7.99375820159912,6.21298313140869,1.78077507019043
199,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,7.69999999999999,98.6187854441811,7.93931818008423,6.21516847610474,1.72414970397949
200,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,7.79999999999999,98.6187854441811,7.85954093933105,6.21735334396362,1.64218759536743
201,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,7.89999999999999,98.6187854441811,7.80284452438354,6.21953821182251,1.58330631256104
202,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,7.99999999999999,98.6187854441811,7.75244522094727,6.22162628173828,1.53081893920898
203,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.09999999999999,98.6187854441811,7.70176458358765,6.22381162643433,1.47795295715332
204,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.19999999999999,98.6187854441811,7.64501857757568,6.22599649429321,1.41902208328247
205,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.29999999999999,98.6187854441811,7.57732439041138,6.22818183898926,1.34914255142212
206,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.39999999999999,98.6187854441811,7.52205228805542,6.23026990890503,1.29178237915039
207,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.49999999999999,98.6187854441811,7.4604640007019,6.23245477676392,1.22800922393799
208,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.59999999999999,98.6187854441811,7.41682100296021,6.2346396446228,1.1821813583374
209,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.69999999999999,98.6187854441811,7.36666822433472,6.23682498931885,1.12984323501587
210,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.79999999999998,98.6187854441811,7.32209730148315,6.23891305923462,1.08318424224854
211,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.89999999999998,98.6187854441811,7.24307823181152,6.24109792709351,1.00198030471802
212,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,8.99999999999998,98.6187854441811,7.15922212600708,6.24328327178955,0.915938854217529
213,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.09999999999998,98.6187854441811,7.11363697052002,6.24505043029785,0.868586540222168
214,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.19999999999998,98.6187854441811,7.0631628036499,6.24713850021362,0.816024303436279
215,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.29999999999998,98.6187854441811,7.00219249725342,6.24932384490967,0.75286865234375
216,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.39999999999998,98.6187854441811,6.94893646240234,6.25150871276855,0.697427749633789
217,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.49999999999998,98.6187854441811,6.89807033538818,6.25369358062744,0.644376754760742
218,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.59999999999998,98.6187854441811,6.85940265655518,6.25578212738037,0.603620529174805
219,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.69999999999998,98.6187854441811,6.80119514465332,6.25796699523926,0.543228149414062
220,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.79999999999998,98.6187854441811,6.74101972579956,6.26015186309814,0.480867862701416
221,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.89999999999998,98.6187854441811,6.68862771987915,6.26233720779419,0.426290512084961
222,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,9.99999999999998,98.6187854441811,6.65839004516602,6.26442527770996,0.393964767456055
223,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.1,98.6187854441811,6.60905027389526,6.26661014556885,0.342440128326416
224,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.2,98.6187854441811,6.56640481948853,6.26879549026489,0.297609329223633
225,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.3,98.6187854441811,6.51798486709595,6.27098035812378,0.247004508972168
226,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.4,98.6187854441811,6.48675632476807,6.27306842803955,0.213687896728516
227,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.5,98.6187854441811,6.44814395904541,6.27525329589844,0.172890663146973
228,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.6,98.6187854441811,6.40642118453979,6.27743864059448,0.128982543945312
229,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.7,98.6187854441811,6.36342191696167,6.27962350845337,0.0837984085083008
230,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.8,98.6187854441811,6.32780742645264,6.28171157836914,0.0460958480834961
231,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,10.9,98.6187854441811,6.30142831802368,6.2834792137146,0.017949104309082
232,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11,98.6187854441811,6.2793607711792,6.28566408157349,0
233,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.1,98.6187854441811,6.27261400222778,6.28784942626953,
234,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.2,98.6187854441811,6.2654857635498,6.2899374961853,
235,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.3,98.6187854441811,6.26797008514404,6.29212236404419,
236,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.4,98.6187854441811,6.27755784988403,6.29430770874023,
237,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.5,98.6187854441811,6.28106164932251,6.29649257659912,
238,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.6,98.6187854441811,6.28760576248169,6.29858064651489,
239,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.7,98.6187854441811,6.297767162323,6.30076551437378,
240,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.8,98.6187854441811,6.30360078811646,6.30295085906982,
241,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,11.9,98.6187854441811,6.30179738998413,6.30513572692871,
242,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,12,98.6187854441811,6.30066823959351,6.30722379684448,
243,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,12.1,98.6187854441811,6.30774736404419,6.30940914154053,
244,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,12.2,98.6187854441811,6.3159351348877,6.31159400939941,
245,P01_CROSS,transverse,Cross-axis profile through the widest section and crest,12.3,98.6187854441811,6.32563161849976,6.3137788772583,
