X,Y,fid,pile_id,base_mode,notes,distance,angle,dsm_1
67915.6787659043,224168.44867232,277,P02,perimeter_tin,,69,280.189463869652,5.9458475112915
67915.4327088654,224168.492898259,278,P02,perimeter_tin,,69.25,280.189463869652,5.93656921386719
67915.1866518266,224168.537124197,279,P02,perimeter_tin,,69.5,280.189463869652,5.92289686203003
67914.9405947877,224168.581350135,280,P02,perimeter_tin,,69.75,280.189463869652,5.92130422592163
67914.6945377488,224168.625576074,281,P02,perimeter_tin,,70,280.189463869652,5.90014410018921
67914.44848071,224168.669802012,282,P02,perimeter_tin,,70.25,280.189463869652,5.88462209701538
67914.2024236711,224168.71402795,283,P02,perimeter_tin,,70.5,280.189463869652,5.86742782592773
67913.9563666322,224168.758253889,284,P02,perimeter_tin,,70.75,280.189463869652,5.85145282745361
67913.7103095934,224168.802479827,285,P02,perimeter_tin,,71,280.189463869652,5.83855628967285
67913.4642525545,224168.846705765,286,P02,perimeter_tin,,71.25,280.189463869652,5.83786869049072
67913.2306427311,224168.921682263,287,P02,perimeter_tin,,71.5,303.884784803181,5.86015558242798
67913.0231026391,224169.061063432,288,P02,perimeter_tin,,71.75,303.884784803181,5.86143016815186
67912.8155625471,224169.200444601,289,P02,perimeter_tin,,72,303.884784803181,5.84386491775513
67912.6080224551,224169.339825769,290,P02,perimeter_tin,,72.25,303.884784803181,5.86588191986084
